dataID,HHuniqueID,Communication.x,LastContactDay.x,LastContactMonth.x,NoOfContacts.x,DaysPassed.x,PrevAttempts.x,past_Outcome,CallStart.x,CallEnd.x,Y_AcceptedOffer,carMake,carModel,carYr,headOfhouseholdGender,annualDonations,EstRace,PetsPurchases,DigitalHabits_5_AlwaysOn,AffluencePurchases,Age.x,Job.x,Marital.x,Education.x,DefaultOnRecord,RecentBalance,HHInsurance.x,CarLoan.x,Age.y,Job.y,Marital.y,Education.y,Default,Balance,HHInsurance.y,CarLoan.y,Communication.y,LastContactDay.y,LastContactMonth.y,NoOfContacts.y,DaysPassed.y,PrevAttempts.y,Outcome,CallStart.y,CallEnd.y,CarInsurance
981,HHd43302599b,cellular,23,apr,1,-1,0,,17:42:40,17:47:33,DidNotAccept,Dodge,Journey,2019,F,,,FALSE,5,FALSE,45,unemployed,married,secondary,0,383,0,0,45,unemployed,married,secondary,0,383,0,0,cellular,23,apr,1,-1,0,,17:42:40,17:47:33,0
982,HH6bc1c7b52c,cellular,17,apr,1,324,1,other,11:31:43,11:32:24,DidNotAccept,Geo,Tracker,2005,M,,,TRUE,1,TRUE,41,services,married,secondary,0,121,1,0,41,services,married,secondary,0,121,1,0,cellular,17,apr,1,324,1,other,11:31:43,11:32:24,0
983,HH59d8f80a31,cellular,12,may,1,181,5,success,12:20:53,12:26:10,Accepted,Chevrolet,Suburban 1500,2016,F,,,FALSE,3,FALSE,33,services,married,secondary,0,386,0,0,33,services,married,secondary,0,386,0,0,cellular,12,may,1,181,5,success,12:20:53,12:26:10,1
984,HH99d0aae232,cellular,15,may,4,-1,0,,13:37:45,13:52:25,Accepted,Toyota,FJ Cruiser,2019,F,,,TRUE,3,FALSE,40,blue-collar,married,primary,0,1841,1,0,40,blue-collar,married,primary,0,1841,1,0,cellular,15,may,4,-1,0,,13:37:45,13:52:25,1
985,HHf4cac3ed04,,12,jun,1,-1,0,,12:58:48,13:13:33,Accepted,Pontiac,Firebird,2009,M,,Malaysian,FALSE,3,TRUE,58,admin.,married,secondary,0,826,0,0,58,admin.,married,secondary,0,826,0,0,,12,jun,1,-1,0,,12:58:48,13:13:33,1
986,HHaae5e25d9d,cellular,15,jul,4,415,2,failure,13:16:36,13:20:46,Accepted,Toyota,Camry,2003,M,$476.27 ,Ute,TRUE,5,FALSE,42,unemployed,married,secondary,0,1289,0,0,42,unemployed,married,secondary,0,1289,0,0,cellular,15,jul,4,415,2,failure,13:16:36,13:20:46,1
987,HH246ea8e807,cellular,5,may,1,-1,0,,14:25:28,14:28:24,DidNotAccept,Volkswagen,GTI,2002,M,,,FALSE,3,FALSE,35,admin.,married,primary,0,-229,1,0,35,admin.,married,primary,0,-229,1,0,cellular,5,may,1,-1,0,,14:25:28,14:28:24,0
988,HHe1ca3e5721,cellular,8,aug,3,-1,0,,16:27:54,16:29:43,DidNotAccept,Nissan,Xterra,2011,F,,,TRUE,4,TRUE,49,admin.,married,secondary,0,2116,0,0,49,admin.,married,secondary,0,2116,0,0,cellular,8,aug,3,-1,0,,16:27:54,16:29:43,0
989,HH66d0ed11a6,cellular,23,jul,3,-1,0,,11:18:31,11:19:56,DidNotAccept,Ford,Tempo,1995,M,"$1,017.80 ",,TRUE,4,TRUE,26,services,single,secondary,0,127,1,1,26,services,single,secondary,0,127,1,1,cellular,23,jul,3,-1,0,,11:18:31,11:19:56,0
990,HH1a15d4841c,,26,may,3,-1,0,,11:31:26,11:32:18,DidNotAccept,GMC,Yukon XL 1500,2019,M,,,TRUE,1,FALSE,29,student,single,tertiary,0,0,0,0,29,student,single,tertiary,0,0,0,0,,26,may,3,-1,0,,11:31:26,11:32:18,0
991,HH87b0820f62,cellular,18,nov,2,-1,0,,14:10:47,14:20:25,Accepted,Ford,Focus,2016,M,,,FALSE,5,FALSE,38,technician,married,tertiary,0,3234,0,0,38,technician,married,tertiary,0,3234,0,0,cellular,18,nov,2,-1,0,,14:10:47,14:20:25,1
992,HH5e7c956ba1,,5,may,2,-1,0,,9:17:56,9:20:49,DidNotAccept,,Torrent,2019,F,$623.21 ,,FALSE,4,TRUE,51,blue-collar,married,secondary,0,0,1,0,51,blue-collar,married,secondary,0,0,1,0,,5,may,2,-1,0,,09:17:56,09:20:49,0
993,HH650f721798,cellular,30,oct,1,270,1,failure,11:20:43,11:25:37,Accepted,Subaru,Legacy,2013,M,,,FALSE,4,TRUE,60,management,married,tertiary,0,3401,0,0,60,management,married,tertiary,0,3401,0,0,cellular,30,oct,1,270,1,failure,11:20:43,11:25:37,1
994,HHbb102483b4,cellular,25,may,1,-1,0,,11:51:11,12:05:38,Accepted,Toyota,,2016,M,,,FALSE,2,FALSE,28,technician,single,tertiary,0,386,0,0,28,technician,single,tertiary,0,386,0,0,cellular,25,may,1,-1,0,,11:51:11,12:05:38,1
995,HH22060b8c21,cellular,21,nov,2,184,2,failure,14:17:34,14:18:38,DidNotAccept,Dodge,Ram Van B350,2004,M,"$1,002.68 ",,FALSE,4,FALSE,35,self-employed,single,tertiary,0,1129,1,0,35,self-employed,single,tertiary,0,1129,1,0,cellular,21,nov,2,184,2,failure,14:17:34,14:18:38,0
996,HHd507b4ed69,cellular,21,nov,1,-1,0,,16:49:56,16:55:14,DidNotAccept,Ford,Explorer Sport Trac,2015,M,,,TRUE,4,FALSE,35,technician,single,secondary,0,196,1,0,35,technician,single,secondary,0,196,1,0,cellular,21,nov,1,-1,0,,16:49:56,16:55:14,0
997,HHde18145f6b,cellular,22,aug,2,-1,0,,10:41:42,10:43:31,DidNotAccept,Chevrolet,Suburban 1500,2003,F,,Creek,TRUE,5,FALSE,52,blue-collar,married,primary,0,994,0,0,52,blue-collar,married,primary,0,994,0,0,cellular,22,aug,2,-1,0,,10:41:42,10:43:31,0
998,HHf8477430c3,cellular,12,oct,1,-1,0,,13:17:41,13:19:26,Accepted,Kia,Sedona,2014,M,,,FALSE,3,TRUE,47,housemaid,married,secondary,0,2524,0,0,47,housemaid,married,secondary,0,2524,0,0,cellular,12,oct,1,-1,0,,13:17:41,13:19:26,1
999,HH1c8f7d2d14,cellular,25,jul,1,-1,0,,10:55:20,11:08:43,DidNotAccept,Acura,RL,2017,F,,,TRUE,2,FALSE,27,technician,single,secondary,0,41,1,1,27,technician,single,secondary,0,41,1,1,cellular,25,jul,1,-1,0,,10:55:20,11:08:43,0
1000,HH4cfa3dc108,cellular,14,jan,7,-1,0,,16:40:42,16:43:49,Accepted,Subaru,Leone,1995,M,,,FALSE,4,TRUE,35,technician,single,tertiary,0,0,0,0,35,technician,single,tertiary,0,0,0,0,cellular,14,jan,7,-1,0,,16:40:42,16:43:49,1
1001,HHd672f0b3c5,cellular,12,may,2,-1,0,,16:06:23,16:10:45,DidNotAccept,Mazda,RX-7,1999,F,,,FALSE,2,FALSE,40,management,married,tertiary,0,226,1,0,40,management,married,tertiary,0,226,1,0,cellular,12,may,2,-1,0,,16:06:23,16:10:45,0
1002,HHf536755f7a,cellular,8,aug,3,-1,0,,14:28:09,14:33:44,DidNotAccept,,Daewoo Lacetti,2014,M,,,FALSE,1,FALSE,35,self-employed,married,tertiary,0,1987,0,0,35,self-employed,married,tertiary,0,1987,0,0,cellular,8,aug,3,-1,0,,14:28:09,14:33:44,0
1003,HHddf868405f,cellular,9,feb,3,-1,0,,17:52:27,17:56:11,DidNotAccept,Volkswagen,GTI,2019,F,,,TRUE,5,FALSE,30,self-employed,single,primary,0,163,0,0,30,self-employed,single,primary,0,163,0,0,cellular,9,feb,3,-1,0,,17:52:27,17:56:11,0
1004,HHa37e81cead,cellular,10,jul,1,-1,0,,14:51:19,14:52:34,DidNotAccept,Chevrolet,Impala,2019,F,,,FALSE,3,TRUE,42,blue-collar,married,secondary,0,-274,1,0,42,blue-collar,married,secondary,0,-274,1,0,cellular,10,jul,1,-1,0,,14:51:19,14:52:34,0
1005,HHa27c6ecc82,cellular,29,sep,2,61,9,failure,12:30:06,12:31:56,DidNotAccept,Honda,Ridgeline,2017,M,$378.96 ,Comanche,TRUE,4,TRUE,48,management,divorced,tertiary,0,-130,1,0,48,management,divorced,tertiary,0,-130,1,0,cellular,29,sep,2,61,9,failure,12:30:06,12:31:56,0
1006,HH85c7bda024,cellular,19,nov,1,-1,0,,15:45:47,15:46:37,DidNotAccept,Chevrolet,Tahoe,2019,M,,Costa Rican,TRUE,1,FALSE,47,admin.,married,secondary,0,2524,1,0,47,admin.,married,secondary,0,2524,1,0,cellular,19,nov,1,-1,0,,15:45:47,15:46:37,0
1007,HH4b0ff92c4a,telephone,26,feb,1,-1,0,,11:10:53,11:11:30,DidNotAccept,Pontiac,Bonneville,1996,F,,,FALSE,3,TRUE,80,retired,married,primary,0,1021,0,0,80,retired,married,primary,0,1021,0,0,telephone,26,feb,1,-1,0,,11:10:53,11:11:30,0
1008,HH3e6891eb70,cellular,28,jan,2,-1,0,,14:54:11,14:56:21,Accepted,,Quest,2015,F,,,FALSE,2,TRUE,36,management,married,tertiary,0,3949,0,0,36,management,married,tertiary,0,3949,0,0,cellular,28,jan,2,-1,0,,14:54:11,14:56:21,1
1009,HH63036bb45e,,29,may,2,-1,0,,16:28:24,16:34:28,DidNotAccept,Chevrolet,Corvette,1974,M,,,FALSE,3,FALSE,58,retired,married,secondary,0,32948,0,0,58,retired,married,secondary,0,32948,0,0,,29,may,2,-1,0,,16:28:24,16:34:28,0
1010,HH8cbe5353f8,cellular,14,may,3,346,4,failure,12:12:30,12:27:14,Accepted,,S80,2011,M,,,TRUE,3,FALSE,30,admin.,single,secondary,0,315,1,0,30,admin.,single,secondary,0,315,1,0,cellular,14,may,3,346,4,failure,12:12:30,12:27:14,1
1011,HH4626aae42f,cellular,25,jul,1,-1,0,,12:33:07,12:45:17,DidNotAccept,Honda,Fit,2018,F,,,FALSE,2,FALSE,26,entrepreneur,married,tertiary,1,144,0,1,26,entrepreneur,married,tertiary,1,144,0,1,cellular,25,jul,1,-1,0,,12:33:07,12:45:17,0
1012,HHbc44dae8f0,,15,may,32,-1,0,,10:36:51,10:39:03,DidNotAccept,GMC,Yukon,2014,M,,,TRUE,5,FALSE,59,management,married,tertiary,0,2319,1,0,59,management,married,tertiary,0,2319,1,0,,15,may,32,-1,0,,10:36:51,10:39:03,0
1013,HH15ec53c90f,,11,jun,3,-1,0,,15:46:52,15:49:34,DidNotAccept,Volvo,V40,2014,F,,,FALSE,5,FALSE,39,admin.,single,tertiary,0,23,0,0,39,admin.,single,tertiary,0,23,0,0,,11,jun,3,-1,0,,15:46:52,15:49:34,0
1014,HH6e27aff20b,cellular,4,may,1,-1,0,,13:39:42,13:43:46,Accepted,Mitsubishi,GTO,2009,F,$384.43 ,,FALSE,3,FALSE,56,management,married,tertiary,0,2333,0,0,56,management,married,tertiary,0,2333,0,0,cellular,4,may,1,-1,0,,13:39:42,13:43:46,1
1015,HH90cc4cf5a1,cellular,12,aug,2,-1,0,,9:27:55,9:46:18,Accepted,Nissan,Frontier,2008,F,,,FALSE,3,TRUE,38,technician,single,tertiary,0,508,1,1,38,technician,single,tertiary,0,508,1,1,cellular,12,aug,2,-1,0,,09:27:55,09:46:18,1
1016,HH1c6eaa0b17,,27,may,3,-1,0,,9:18:18,9:18:52,DidNotAccept,Pontiac,Vibe,2019,F,,,FALSE,4,TRUE,29,entrepreneur,married,tertiary,0,3037,1,0,29,entrepreneur,married,tertiary,0,3037,1,0,,27,may,3,-1,0,,09:18:18,09:18:52,0
1017,HHe45bec09ed,cellular,18,may,5,178,3,other,15:15:39,15:15:57,DidNotAccept,Mercury,Mountaineer,2007,F,,,FALSE,3,FALSE,44,blue-collar,married,secondary,0,2979,1,0,44,blue-collar,married,secondary,0,2979,1,0,cellular,18,may,5,178,3,other,15:15:39,15:15:57,0
1018,HHdaf3865e7d,,24,jun,3,-1,0,,17:29:38,17:35:29,DidNotAccept,Lexus,GS,2010,F,,,TRUE,3,FALSE,31,technician,married,tertiary,0,1197,1,0,31,technician,married,tertiary,0,1197,1,0,,24,jun,3,-1,0,,17:29:38,17:35:29,0
1019,HH254f1b984c,,4,jun,2,-1,0,,17:50:45,18:07:09,Accepted,Chevrolet,SSR,2015,F,,,TRUE,5,TRUE,38,blue-collar,married,primary,0,5839,1,0,38,blue-collar,married,primary,0,5839,1,0,,4,jun,2,-1,0,,17:50:45,18:07:09,1
1020,HH61c740d688,,20,may,2,-1,0,,12:32:20,12:36:48,DidNotAccept,Mazda,MX-6,2006,F,,,FALSE,3,FALSE,36,blue-collar,married,,0,722,1,0,36,blue-collar,married,,0,722,1,0,,20,may,2,-1,0,,12:32:20,12:36:48,0
1021,HH51f633ecba,,26,jun,3,-1,0,,14:20:15,14:22:05,DidNotAccept,Aston Martin,DB9,2019,M,,,TRUE,2,FALSE,40,blue-collar,married,secondary,0,72,1,0,40,blue-collar,married,secondary,0,72,1,0,,26,jun,3,-1,0,,14:20:15,14:22:05,0
1022,HH775b829834,cellular,12,may,1,-1,0,,16:11:14,16:25:56,Accepted,Chevrolet,3500,2005,F,,,FALSE,4,TRUE,34,entrepreneur,married,primary,0,7279,1,0,34,entrepreneur,married,primary,0,7279,1,0,cellular,12,may,1,-1,0,,16:11:14,16:25:56,1
1023,HH0458e06ecb,cellular,8,jul,1,-1,0,,17:04:26,17:10:44,DidNotAccept,Pontiac,Firebird,2005,M,,,FALSE,3,TRUE,51,technician,married,secondary,0,313,0,1,51,technician,married,secondary,0,313,0,1,cellular,8,jul,1,-1,0,,17:04:26,17:10:44,0
1024,HHadb01f1c74,cellular,13,aug,2,-1,0,,9:07:55,9:12:47,DidNotAccept,Volkswagen,Passat,2013,M,,,TRUE,5,TRUE,59,retired,married,secondary,0,25947,0,0,59,retired,married,secondary,0,25947,0,0,cellular,13,aug,2,-1,0,,09:07:55,09:12:47,0
1025,HHac295fb27b,cellular,15,feb,3,186,2,success,13:52:17,13:55:38,Accepted,Chevrolet,Tahoe,2014,M,,Indonesian,FALSE,2,FALSE,23,student,single,secondary,0,431,0,0,23,student,single,secondary,0,431,0,0,cellular,15,feb,3,186,2,success,13:52:17,13:55:38,1
1026,HH82bf5d80b1,,13,may,1,-1,0,,12:12:33,12:13:33,DidNotAccept,Ford,Thunderbird,2002,M,,White,FALSE,4,FALSE,45,management,married,tertiary,0,849,0,0,45,management,married,tertiary,0,849,0,0,,13,may,1,-1,0,,12:12:33,12:13:33,0
1027,HH6b43317e9b,cellular,13,oct,1,57,2,success,16:31:38,16:46:34,Accepted,Mercury,Villager,2011,F,,,TRUE,5,TRUE,62,retired,married,secondary,0,1495,0,0,62,retired,married,secondary,0,1495,0,0,cellular,13,oct,1,57,2,success,16:31:38,16:46:34,1
1028,HH4d0288ee4b,cellular,13,aug,2,-1,0,,17:36:15,17:42:58,DidNotAccept,Chrysler,Town & Country,2003,F,,,FALSE,3,FALSE,42,technician,married,tertiary,0,849,0,0,42,technician,married,tertiary,0,849,0,0,cellular,13,aug,2,-1,0,,17:36:15,17:42:58,0
1029,HH04a825c4f7,cellular,18,may,1,370,1,failure,12:11:09,12:11:29,DidNotAccept,Ferrari,California,2019,M,,,FALSE,4,TRUE,34,blue-collar,single,,0,-90,1,0,34,blue-collar,single,,0,-90,1,0,cellular,18,may,1,370,1,failure,12:11:09,12:11:29,0
1030,HH9585f4b5f8,,28,may,5,-1,0,,15:04:33,15:06:05,DidNotAccept,Ford,Freestyle,,F,,,TRUE,3,FALSE,39,blue-collar,married,secondary,1,-931,1,0,39,blue-collar,married,secondary,1,-931,1,0,,28,may,5,-1,0,,15:04:33,15:06:05,0
1031,HH1e94ac1b14,cellular,10,jul,1,-1,0,,12:02:35,12:06:21,DidNotAccept,Suzuki,Vitara,2011,M,,,TRUE,5,FALSE,36,services,divorced,secondary,0,82,1,0,36,services,divorced,secondary,0,82,1,0,cellular,10,jul,1,-1,0,,12:02:35,12:06:21,0
1032,HHb76652646e,cellular,11,aug,4,-1,0,,10:52:03,11:02:13,Accepted,Toyota,Land Cruiser,,F,,,FALSE,3,FALSE,57,housemaid,married,primary,0,2785,0,0,57,housemaid,married,primary,0,2785,0,0,cellular,11,aug,4,-1,0,,10:52:03,11:02:13,1
1033,HHdc260d31da,telephone,26,oct,1,-1,0,,14:58:04,15:01:52,Accepted,Pontiac,G6,2019,M,,,FALSE,5,TRUE,58,admin.,divorced,secondary,0,1947,0,0,58,admin.,divorced,secondary,0,1947,0,0,telephone,26,oct,1,-1,0,,14:58:04,15:01:52,1
1034,HH788153141e,cellular,7,aug,2,-1,0,,13:54:15,13:56:17,DidNotAccept,Ford,Explorer,2010,M,,,FALSE,2,TRUE,45,blue-collar,married,primary,0,-485,1,0,45,blue-collar,married,primary,0,-485,1,0,cellular,7,aug,2,-1,0,,13:54:15,13:56:17,0
1035,HH65dee67fcc,cellular,12,mar,1,-1,0,,15:11:11,15:15:00,Accepted,Toyota,Echo,2015,F,,,TRUE,1,TRUE,49,technician,divorced,tertiary,0,1807,1,0,49,technician,divorced,tertiary,0,1807,1,0,cellular,12,mar,1,-1,0,,15:11:11,15:15:00,1
1036,HH2e85e9e2ba,cellular,15,jul,2,183,3,success,15:20:34,15:27:06,Accepted,Chevrolet,Prizm,2012,F,,Paiute,FALSE,2,FALSE,61,retired,married,secondary,0,938,0,0,61,retired,married,secondary,0,938,0,0,cellular,15,jul,2,183,3,success,15:20:34,15:27:06,1
1037,HH5353e8a1d4,cellular,21,nov,2,-1,0,,17:03:33,17:16:02,Accepted,Dodge,Ram Wagon B250,2002,M,,,TRUE,1,FALSE,39,unemployed,married,secondary,0,2245,0,0,39,unemployed,married,secondary,0,2245,0,0,cellular,21,nov,2,-1,0,,17:03:33,17:16:02,1
1038,HH7047b68bf2,cellular,31,jul,3,-1,0,,15:49:38,16:03:10,Accepted,Ford,F250,2017,M,,Melanesian,FALSE,2,FALSE,36,self-employed,single,tertiary,0,1240,0,0,36,self-employed,single,tertiary,0,1240,0,0,cellular,31,jul,3,-1,0,,15:49:38,16:03:10,1
1039,HH23f3951f0b,cellular,2,jun,1,-1,0,,16:27:19,16:33:09,Accepted,Ford,Explorer,2011,M,,,FALSE,3,TRUE,34,management,married,tertiary,0,611,0,0,34,management,married,tertiary,0,611,0,0,cellular,2,jun,1,-1,0,,16:27:19,16:33:09,1
1040,HHf3bda220c2,cellular,15,may,3,-1,0,,10:25:45,10:26:32,DidNotAccept,Chevrolet,Blazer,2009,F,,,FALSE,4,TRUE,33,blue-collar,married,primary,0,35,0,0,33,blue-collar,married,primary,0,35,0,0,cellular,15,may,3,-1,0,,10:25:45,10:26:32,0
1041,HHa2acdb1c72,telephone,14,jun,5,116,4,other,11:04:09,11:08:47,Accepted,,TT,2019,M,"$1,332.59 ",,TRUE,5,FALSE,67,retired,married,,0,2540,0,0,67,retired,married,,0,2540,0,0,telephone,14,jun,5,116,4,other,11:04:09,11:08:47,1
1042,HHa83b6be86f,cellular,5,feb,1,-1,0,,9:55:47,10:01:38,DidNotAccept,Kia,Soul,2019,F,,,TRUE,3,FALSE,29,unemployed,single,secondary,0,523,0,0,29,unemployed,single,secondary,0,523,0,0,cellular,5,feb,1,-1,0,,09:55:47,10:01:38,0
1043,HH6928771dca,cellular,4,sep,1,93,1,success,12:26:35,12:31:28,Accepted,Audi,Coupe GT,1997,F,,,TRUE,1,TRUE,31,technician,single,tertiary,0,882,0,0,31,technician,single,tertiary,0,882,0,0,cellular,4,sep,1,93,1,success,12:26:35,12:31:28,1
1044,HH415870e917,cellular,5,feb,2,258,4,failure,14:23:53,14:26:00,DidNotAccept,Toyota,T100 Xtra,2006,F,,Seminole,TRUE,5,TRUE,37,blue-collar,married,primary,0,655,1,0,37,blue-collar,married,primary,0,655,1,0,cellular,5,feb,2,258,4,failure,14:23:53,14:26:00,0
1045,HH2546d87812,telephone,13,may,1,176,1,failure,12:46:47,12:47:47,DidNotAccept,Mercury,Lynx,1996,F,,,FALSE,5,FALSE,36,services,married,primary,0,413,1,0,36,services,married,primary,0,413,1,0,telephone,13,may,1,176,1,failure,12:46:47,12:47:47,0
1046,HHb4625c8a74,telephone,30,mar,2,-1,0,,13:50:49,13:53:32,Accepted,Land Rover,Discovery,2015,F,,,TRUE,5,FALSE,73,retired,divorced,primary,0,2308,0,0,73,retired,divorced,primary,0,2308,0,0,telephone,30,mar,2,-1,0,,13:50:49,13:53:32,1
1047,HH582bebc719,,20,may,8,-1,0,,15:40:22,15:42:31,DidNotAccept,Nissan,Versa,2019,M,,,TRUE,2,FALSE,44,services,married,secondary,0,1422,1,0,44,services,married,secondary,0,1422,1,0,,20,may,8,-1,0,,15:40:22,15:42:31,0
1048,HHdb8ad0ed81,,19,may,3,-1,0,,9:28:16,9:30:38,DidNotAccept,Mercedes-Benz,SLS AMG,2019,F,,,FALSE,2,TRUE,41,blue-collar,married,,0,665,1,0,41,blue-collar,married,,0,665,1,0,,19,may,3,-1,0,,09:28:16,09:30:38,0
1049,HHf751cbee5f,cellular,22,sep,1,-1,0,,9:42:13,9:51:42,Accepted,Cadillac,DTS,2018,F,"$1,317.06 ",,FALSE,4,TRUE,27,management,married,tertiary,0,802,0,0,27,management,married,tertiary,0,802,0,0,cellular,22,sep,1,-1,0,,09:42:13,09:51:42,1
1050,HH2506df1d9d,,9,may,1,-1,0,,12:06:38,12:13:11,DidNotAccept,Volkswagen,Eos,2019,F,,,TRUE,2,TRUE,29,admin.,divorced,secondary,0,0,0,0,29,admin.,divorced,secondary,0,0,0,0,,9,may,1,-1,0,,12:06:38,12:13:11,0
1051,HH832a5841b4,telephone,27,oct,1,-1,0,,16:33:21,16:39:37,Accepted,Jaguar,S-Type,2014,M,,,TRUE,3,FALSE,37,admin.,married,secondary,0,1967,0,0,37,admin.,married,secondary,0,1967,0,0,telephone,27,oct,1,-1,0,,16:33:21,16:39:37,1
1052,HH9ecf9bf3aa,cellular,11,aug,3,-1,0,,14:44:45,14:45:42,DidNotAccept,Audi,S5,2018,M,,,TRUE,1,FALSE,34,management,married,tertiary,0,519,0,0,34,management,married,tertiary,0,519,0,0,cellular,11,aug,3,-1,0,,14:44:45,14:45:42,0
1053,HHe0a4ca1240,telephone,19,jun,5,211,2,failure,13:38:18,13:43:11,Accepted,Dodge,D150 Club,2002,F,,,TRUE,2,TRUE,49,management,single,tertiary,0,7443,0,0,49,management,single,tertiary,0,7443,0,0,telephone,19,jun,5,211,2,failure,13:38:18,13:43:11,1
1054,HHe3d234bdfa,cellular,11,aug,2,-1,0,,13:54:13,13:55:52,DidNotAccept,Honda,Accord,2013,M,,,TRUE,1,FALSE,32,technician,single,secondary,0,3297,0,0,32,technician,single,secondary,0,3297,0,0,cellular,11,aug,2,-1,0,,13:54:13,13:55:52,0
1055,HH9083406baa,cellular,21,aug,5,-1,0,,13:57:22,14:01:02,DidNotAccept,BMW,Z4,2019,F,,,TRUE,5,FALSE,30,management,single,tertiary,0,30,0,0,30,management,single,tertiary,0,30,0,0,cellular,21,aug,5,-1,0,,13:57:22,14:01:02,0
1056,HH8e90e08ba6,cellular,11,aug,6,-1,0,,11:19:55,11:22:10,DidNotAccept,Ford,Festiva,2002,F,,,TRUE,3,TRUE,48,blue-collar,married,secondary,0,794,0,0,48,blue-collar,married,secondary,0,794,0,0,cellular,11,aug,6,-1,0,,11:19:55,11:22:10,0
1057,HHff7b39d9e0,,27,may,1,-1,0,,15:57:53,16:00:19,DidNotAccept,Infiniti,I,2007,M,,,FALSE,5,FALSE,50,blue-collar,married,secondary,0,74,1,1,50,blue-collar,married,secondary,0,74,1,1,,27,may,1,-1,0,,15:57:53,16:00:19,0
1058,HH700fb71c4a,cellular,4,may,1,-1,0,,14:53:22,14:55:10,DidNotAccept,Honda,Accord,2014,F,,Yaqui,TRUE,3,FALSE,25,student,single,secondary,0,203,0,0,25,student,single,secondary,0,203,0,0,cellular,4,may,1,-1,0,,14:53:22,14:55:10,0
1059,HHbab38bf6e4,cellular,13,aug,2,-1,0,,13:16:29,13:18:41,DidNotAccept,GMC,Sierra 3500,2019,M,$165.00 ,,TRUE,3,TRUE,32,housemaid,married,primary,0,163,0,0,32,housemaid,married,primary,0,163,0,0,cellular,13,aug,2,-1,0,,13:16:29,13:18:41,0
1060,HH4031b20798,telephone,30,apr,1,80,1,success,15:29:05,15:30:52,DidNotAccept,Volkswagen,Cabriolet,1995,F,,,FALSE,1,TRUE,31,self-employed,single,tertiary,0,1815,0,0,31,self-employed,single,tertiary,0,1815,0,0,telephone,30,apr,1,80,1,success,15:29:05,15:30:52,0
1061,HH4e270b8911,,3,jun,20,-1,0,,11:10:13,11:10:32,DidNotAccept,Hummer,H1,2016,M,,,FALSE,1,FALSE,36,blue-collar,married,secondary,0,6290,1,0,36,blue-collar,married,secondary,0,6290,1,0,,3,jun,20,-1,0,,11:10:13,11:10:32,0
1062,HH0751402a53,,27,may,1,-1,0,,13:54:49,13:56:27,DidNotAccept,Mercedes-Benz,E-Class,2011,F,,Latin American Indian,TRUE,4,TRUE,25,blue-collar,single,secondary,0,2354,0,1,25,blue-collar,single,secondary,0,2354,0,1,,27,may,1,-1,0,,13:54:49,13:56:27,0
1063,HH8fe6623e82,cellular,21,nov,1,-1,0,,11:07:23,11:24:25,Accepted,Lotus,Esprit,1997,M,,,TRUE,2,FALSE,34,blue-collar,married,primary,0,3527,1,0,34,blue-collar,married,primary,0,3527,1,0,cellular,21,nov,1,-1,0,,11:07:23,11:24:25,1
1064,HH81a254bccb,cellular,31,mar,4,-1,0,,15:41:04,15:52:28,DidNotAccept,Cadillac,STS,2019,F,,,FALSE,5,FALSE,57,management,divorced,tertiary,0,6468,1,0,57,management,divorced,tertiary,0,6468,1,0,cellular,31,mar,4,-1,0,,15:41:04,15:52:28,0
1065,HH341cbeaf34,cellular,20,apr,1,-1,0,,11:36:42,11:39:10,Accepted,Chevrolet,G-Series G30,2006,M,,,FALSE,4,FALSE,73,retired,divorced,tertiary,0,3203,0,0,73,retired,divorced,tertiary,0,3203,0,0,cellular,20,apr,1,-1,0,,11:36:42,11:39:10,1
1066,HH87770f92b8,cellular,8,jul,1,87,5,failure,11:08:52,11:25:00,Accepted,Chevrolet,2500,2010,M,,,TRUE,3,TRUE,29,management,single,tertiary,0,502,0,0,29,management,single,tertiary,0,502,0,0,cellular,8,jul,1,87,5,failure,11:08:52,11:25:00,1
1067,HHd943090e05,cellular,18,nov,1,-1,0,,14:30:05,14:30:48,DidNotAccept,Pontiac,GTO,1982,M,,Shoshone,TRUE,4,FALSE,32,entrepreneur,married,tertiary,0,11591,1,0,32,entrepreneur,married,tertiary,0,11591,1,0,cellular,18,nov,1,-1,0,,14:30:05,14:30:48,0
1068,HH5528e3663c,cellular,28,jul,2,-1,0,,13:31:39,13:34:02,DidNotAccept,Mitsubishi,,2018,F,,,TRUE,2,FALSE,38,housemaid,married,secondary,0,-278,1,0,38,housemaid,married,secondary,0,-278,1,0,cellular,28,jul,2,-1,0,,13:31:39,13:34:02,0
1069,HHc201369e0b,,19,jun,2,-1,0,,9:41:48,9:50:08,Accepted,Oldsmobile,Aurora,2009,M,,Creek,FALSE,5,TRUE,52,retired,divorced,tertiary,0,-309,1,0,52,retired,divorced,tertiary,0,-309,1,0,,19,jun,2,-1,0,,09:41:48,09:50:08,1
1070,HHe215d6d0e8,telephone,6,apr,1,-1,0,,16:46:12,16:47:38,DidNotAccept,Oldsmobile,98,2003,F,"$1,137.13 ",,TRUE,4,TRUE,34,management,single,tertiary,0,7263,1,0,34,management,single,tertiary,0,7263,1,0,telephone,6,apr,1,-1,0,,16:46:12,16:47:38,0
